session_round_name,event_name,experiment_no,experiment_id,coor1,coor2,color
round_1_images,experiment_dtu_20_03,experiment_no_26,71,1981,1510,brown
round_1_images,experiment_dtu_20_03,experiment_no_26,72,1440,880,bright-green
round_1_images,experiment_dtu_20_03,experiment_no_27,9,490,2450,pink
round_1_images,experiment_dtu_20_03,experiment_no_27,70,2055,1680,orange
round_1_images,experiment_dtu_20_03,experiment_no_27,71,1655,1603,brown
round_1_images,experiment_dtu_20_03,experiment_no_27,65,1011,1570,light-pink
round_1_images,experiment_dtu_20_03,experiment_no_27,69,1838,1258,white
round_1_images,experiment_dtu_20_03,experiment_no_28,72,1255,3047,bright-green
round_1_images,experiment_dtu_20_03,experiment_no_28,66,1262,2847,gold
round_1_images,experiment_dtu_20_03,experiment_no_28,65,1216,1889,light-pink
round_1_images,experiment_dtu_20_03,experiment_no_28,70,1196,838,orange
round_1_images,experiment_dtu_20_03,experiment_no_28,62,1188,650,blue
round_1_images,experiment_dtu_20_03,experiment_no_29,67,1013,3144,red
round_1_images,experiment_dtu_20_03,experiment_no_29,73,1015,2721,grey
round_1_images,experiment_dtu_20_03,experiment_no_29,74,1012,2286,green
round_1_images,experiment_dtu_20_03,experiment_no_29,62,1075,756,blue
round_1_images,experiment_dtu_20_03,experiment_no_29,71,1088,433,brown
round_1_images,experiment_dtu_20_03,experiment_no_30,67,2137,3452,red
round_1_images,experiment_dtu_20_03,experiment_no_30,65,1698,2755,light-pink
round_1_images,experiment_dtu_20_03,experiment_no_30,74,2272,2190,green
round_1_images,experiment_dtu_20_03,experiment_no_30,63,1766,2050,black
round_1_images,experiment_dtu_20_03,experiment_no_30,70,1402,1682,orange
round_2_images,experiment_dtu_20_03,experiment_no_0,9,2181,3139,pink
round_2_images,experiment_dtu_20_03,experiment_no_0,63,1654,2066,black
round_2_images,experiment_dtu_20_03,experiment_no_0,64,1321,1439,purple
round_2_images,experiment_dtu_20_03,experiment_no_0,71,417,729,brown
round_2_images,experiment_dtu_20_03,experiment_no_0,73,385,481,grey
round_2_images,experiment_dtu_20_03,experiment_no_1,69,1898,2773,white
round_2_images,experiment_dtu_20_03,experiment_no_1,65,2088,2562,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_1,74,1330,1739,green
round_2_images,experiment_dtu_20_03,experiment_no_1,62,1166,1506,blue
round_2_images,experiment_dtu_20_03,experiment_no_1,64,1050,1326,purple
round_2_images,experiment_dtu_20_03,experiment_no_2,64,1554,3188,purple
round_2_images,experiment_dtu_20_03,experiment_no_2,68,1643,3159,yellow
round_2_images,experiment_dtu_20_03,experiment_no_2,74,1515,2987,green
round_2_images,experiment_dtu_20_03,experiment_no_2,63,1612,2968,black
round_2_images,experiment_dtu_20_03,experiment_no_2,67,1003,843,red
round_2_images,experiment_dtu_20_03,experiment_no_3,64,1573,2722,purple
round_2_images,experiment_dtu_20_03,experiment_no_3,74,372,2337,green
round_2_images,experiment_dtu_20_03,experiment_no_3,68,1100,2196,yellow
round_2_images,experiment_dtu_20_03,experiment_no_3,62,1610,1471,blue
round_2_images,experiment_dtu_20_03,experiment_no_3,69,1192,1174,white
round_2_images,experiment_dtu_20_03,experiment_no_4,69,1221,1864,white
round_2_images,experiment_dtu_20_03,experiment_no_4,66,1135,1741,gold
round_2_images,experiment_dtu_20_03,experiment_no_4,73,799,1079,grey
round_2_images,experiment_dtu_20_03,experiment_no_4,68,730,962,yellow
round_2_images,experiment_dtu_20_03,experiment_no_4,75,1048,178,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_5,66,864,2642,gold
round_2_images,experiment_dtu_20_03,experiment_no_5,75,1945,2570,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_5,65,1553,2068,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_5,63,2189,1710,black
round_2_images,experiment_dtu_20_03,experiment_no_5,62,1794,1371,blue
round_2_images,experiment_dtu_20_03,experiment_no_6,67,2149,3199,red
round_2_images,experiment_dtu_20_03,experiment_no_6,66,1105,1224,gold
round_2_images,experiment_dtu_20_03,experiment_no_6,75,1347,957,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_6,69,1119,660,white
round_2_images,experiment_dtu_20_03,experiment_no_6,71,1657,495,brown
round_2_images,experiment_dtu_20_03,experiment_no_7,62,515,3083,blue
round_2_images,experiment_dtu_20_03,experiment_no_7,68,497,2347,yellow
round_2_images,experiment_dtu_20_03,experiment_no_7,66,508,1718,gold
round_2_images,experiment_dtu_20_03,experiment_no_7,71,525,1554,brown
round_2_images,experiment_dtu_20_03,experiment_no_7,65,552,760,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_8,69,1320,1918,white
round_2_images,experiment_dtu_20_03,experiment_no_8,75,1219,1807,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_8,64,1117,1696,purple
round_2_images,experiment_dtu_20_03,experiment_no_8,70,1999,886,orange
round_2_images,experiment_dtu_20_03,experiment_no_8,73,1968,799,grey
round_2_images,experiment_dtu_20_03,experiment_no_9,67,77,3258,red
round_2_images,experiment_dtu_20_03,experiment_no_9,9,1075,2293,pink
round_2_images,experiment_dtu_20_03,experiment_no_9,72,1450,1245,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_9,73,1952,875,grey
round_2_images,experiment_dtu_20_03,experiment_no_9,69,2281,143,white
round_2_images,experiment_dtu_20_03,experiment_no_10,73,2193,2900,grey
round_2_images,experiment_dtu_20_03,experiment_no_10,67,784,2100,red
round_2_images,experiment_dtu_20_03,experiment_no_10,69,2208,2073,white
round_2_images,experiment_dtu_20_03,experiment_no_10,70,2248,1479,orange
round_2_images,experiment_dtu_20_03,experiment_no_10,71,1913,994,brown
round_2_images,experiment_dtu_20_03,experiment_no_11,63,2523,3452,black
round_2_images,experiment_dtu_20_03,experiment_no_11,68,649,3310,yellow
round_2_images,experiment_dtu_20_03,experiment_no_11,66,822,2653,gold
round_2_images,experiment_dtu_20_03,experiment_no_11,69,1541,1748,white
round_2_images,experiment_dtu_20_03,experiment_no_11,9,2443,629,pink
round_2_images,experiment_dtu_20_03,experiment_no_12,68,900,2212,yellow
round_2_images,experiment_dtu_20_03,experiment_no_12,9,2124,2208,pink
round_2_images,experiment_dtu_20_03,experiment_no_12,73,1309,1659,grey
round_2_images,experiment_dtu_20_03,experiment_no_12,69,1652,856,white
round_2_images,experiment_dtu_20_03,experiment_no_12,62,1398,293,blue
round_2_images,experiment_dtu_20_03,experiment_no_13,73,1651,2380,grey
round_2_images,experiment_dtu_20_03,experiment_no_13,68,1619,2291,yellow
round_2_images,experiment_dtu_20_03,experiment_no_13,65,1065,1684,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_13,62,1066,1474,blue
round_2_images,experiment_dtu_20_03,experiment_no_13,63,1074,1231,black
round_2_images,experiment_dtu_20_03,experiment_no_14,74,490,2692,green
round_2_images,experiment_dtu_20_03,experiment_no_14,73,2038,2632,grey
round_2_images,experiment_dtu_20_03,experiment_no_14,70,1179,1652,orange
round_2_images,experiment_dtu_20_03,experiment_no_14,71,2026,1245,brown
round_2_images,experiment_dtu_20_03,experiment_no_14,69,969,908,white
round_2_images,experiment_dtu_20_03,experiment_no_15,70,1565,3346,orange
round_2_images,experiment_dtu_20_03,experiment_no_15,64,2033,2850,purple
round_2_images,experiment_dtu_20_03,experiment_no_15,69,2072,2138,white
round_2_images,experiment_dtu_20_03,experiment_no_15,72,2316,1359,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_15,63,2555,488,black
round_2_images,experiment_dtu_20_03,experiment_no_16,63,866,3344,black
round_2_images,experiment_dtu_20_03,experiment_no_16,70,1404,2910,orange
round_2_images,experiment_dtu_20_03,experiment_no_16,65,1493,2802,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_16,68,1503,2434,gold
round_2_images,experiment_dtu_20_03,experiment_no_16,74,1234,2052,green
round_2_images,experiment_dtu_20_03,experiment_no_17,67,1827,3069,red
round_2_images,experiment_dtu_20_03,experiment_no_17,65,1514,2598,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_17,69,1597,1189,white
round_2_images,experiment_dtu_20_03,experiment_no_17,64,1334,877,purple
round_2_images,experiment_dtu_20_03,experiment_no_17,71,1460,458,brown
round_2_images,experiment_dtu_20_03,experiment_no_18,75,2504,3426,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_18,64,2303,2687,purple
round_2_images,experiment_dtu_20_03,experiment_no_18,69,1978,1554,white
round_2_images,experiment_dtu_20_03,experiment_no_18,65,2359,1296,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_18,67,529,527,red
round_2_images,experiment_dtu_20_03,experiment_no_19,73,2294,3284,grey
round_2_images,experiment_dtu_20_03,experiment_no_19,72,1834,2313,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_19,9,1442,1087,pink
round_2_images,experiment_dtu_20_03,experiment_no_19,62,753,1070,blue
round_2_images,experiment_dtu_20_03,experiment_no_19,63,779,599,black
round_2_images,experiment_dtu_20_03,experiment_no_20,75,2083,2950,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_20,74,1746,2140,green
round_2_images,experiment_dtu_20_03,experiment_no_20,71,1187,1060,brown
round_2_images,experiment_dtu_20_03,experiment_no_20,64,1202,810,purple
round_2_images,experiment_dtu_20_03,experiment_no_20,62,167,324,blue
round_2_images,experiment_dtu_20_03,experiment_no_21,64,206,3155,purple
round_2_images,experiment_dtu_20_03,experiment_no_21,73,1379,2901,grey
round_2_images,experiment_dtu_20_03,experiment_no_21,68,1253,1573,yellow
round_2_images,experiment_dtu_20_03,experiment_no_21,69,1600,908,white
round_2_images,experiment_dtu_20_03,experiment_no_21,9,1979,307,pink
round_2_images,experiment_dtu_20_03,experiment_no_22,73,1566,2699,grey
round_2_images,experiment_dtu_20_03,experiment_no_22,66,1961,1715,gold
round_2_images,experiment_dtu_20_03,experiment_no_22,65,1063,1369,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_22,63,1828,936,black
round_2_images,experiment_dtu_20_03,experiment_no_22,64,1771,845,purple
round_2_images,experiment_dtu_20_03,experiment_no_23,68,1714,2481,yellow
round_2_images,experiment_dtu_20_03,experiment_no_23,64,1485,2098,purple
round_2_images,experiment_dtu_20_03,experiment_no_23,62,1382,1915,blue
round_2_images,experiment_dtu_20_03,experiment_no_23,73,1544,1710,grey
round_2_images,experiment_dtu_20_03,experiment_no_23,67,754,654,red
round_2_images,experiment_dtu_20_03,experiment_no_24,74,952,2457,green
round_2_images,experiment_dtu_20_03,experiment_no_24,68,1160,2167,yellow
round_2_images,experiment_dtu_20_03,experiment_no_24,70,1277,1726,orange
round_2_images,experiment_dtu_20_03,experiment_no_24,9,1230,1028,pink
round_2_images,experiment_dtu_20_03,experiment_no_24,67,2158,334,red
round_2_images,experiment_dtu_20_03,experiment_no_25,68,663,3185,yellow
round_2_images,experiment_dtu_20_03,experiment_no_25,64,787,3174,purple
round_2_images,experiment_dtu_20_03,experiment_no_25,9,702,2885,pink
round_2_images,experiment_dtu_20_03,experiment_no_25,72,811,2660,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_25,70,706,2642,orange
round_2_images,experiment_dtu_20_03,experiment_no_26,75,1701,2544,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_26,65,1272,2529,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_26,69,1311,1692,white
round_2_images,experiment_dtu_20_03,experiment_no_26,66,1061,894,gold
round_2_images,experiment_dtu_20_03,experiment_no_26,72,1010,554,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_27,71,730,3131,brown
round_2_images,experiment_dtu_20_03,experiment_no_27,63,824,3076,black
round_2_images,experiment_dtu_20_03,experiment_no_27,9,717,3016,pink
round_2_images,experiment_dtu_20_03,experiment_no_27,74,754,2457,green
round_2_images,experiment_dtu_20_03,experiment_no_27,65,782,1741,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_28,75,1350,2994,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_28,65,634,2461,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_28,9,1560,1954,pink
round_2_images,experiment_dtu_20_03,experiment_no_28,70,1518,1583,orange
round_2_images,experiment_dtu_20_03,experiment_no_28,67,657,483,red
round_2_images,experiment_dtu_20_03,experiment_no_29,72,1101,2824,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_29,68,1561,2343,yellow
round_2_images,experiment_dtu_20_03,experiment_no_29,75,997,1795,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_29,71,1417,901,brown
round_2_images,experiment_dtu_20_03,experiment_no_29,63,454,650,black
round_2_images,experiment_dtu_20_03,experiment_no_30,67,2623,3638,red
round_2_images,experiment_dtu_20_03,experiment_no_30,9,1624,1740,pink
round_2_images,experiment_dtu_20_03,experiment_no_30,70,1118,869,orange
round_2_images,experiment_dtu_20_03,experiment_no_30,73,1063,762,grey
round_2_images,experiment_dtu_20_03,experiment_no_30,65,1187,762,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_31,67,1172,3180,red
round_2_images,experiment_dtu_20_03,experiment_no_31,66,1554,1859,gold
round_2_images,experiment_dtu_20_03,experiment_no_31,64,1134,1428,purple
round_2_images,experiment_dtu_20_03,experiment_no_31,68,963,1033,yellow
round_2_images,experiment_dtu_20_03,experiment_no_31,74,1816,915,green
round_2_images,experiment_dtu_20_03,experiment_no_32,73,571,3501,grey
round_2_images,experiment_dtu_20_03,experiment_no_32,71,556,2869,brown
round_2_images,experiment_dtu_20_03,experiment_no_32,9,644,2099,pink
round_2_images,experiment_dtu_20_03,experiment_no_32,67,520,2097,red
round_2_images,experiment_dtu_20_03,experiment_no_32,68,686,1000,yellow
round_2_images,experiment_dtu_20_03,experiment_no_33,68,1656,2128,yellow
round_2_images,experiment_dtu_20_03,experiment_no_33,70,2035,2121,orange
round_2_images,experiment_dtu_20_03,experiment_no_33,62,577,1887,blue
round_2_images,experiment_dtu_20_03,experiment_no_33,66,1134,741,gold
round_2_images,experiment_dtu_20_03,experiment_no_33,75,610,578,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_34,9,1044,3246,pink
round_2_images,experiment_dtu_20_03,experiment_no_34,70,2351,2743,orange
round_2_images,experiment_dtu_20_03,experiment_no_34,73,2029,1777,grey
round_2_images,experiment_dtu_20_03,experiment_no_34,71,2377,1124,brown
round_2_images,experiment_dtu_20_03,experiment_no_34,64,2624,1119,purple
round_2_images,experiment_dtu_20_03,experiment_no_35,65,1223,1892,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_35,70,1101,1644,orange
round_2_images,experiment_dtu_20_03,experiment_no_35,71,1350,1559,brown
round_2_images,experiment_dtu_20_03,experiment_no_35,68,637,727,yellow
round_2_images,experiment_dtu_20_03,experiment_no_35,75,726,418,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_36,75,1961,2699,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_36,63,1457,2096,black
round_2_images,experiment_dtu_20_03,experiment_no_36,71,1787,1844,brown
round_2_images,experiment_dtu_20_03,experiment_no_36,62,625,1659,blue
round_2_images,experiment_dtu_20_03,experiment_no_36,64,770,949,purple
round_2_images,experiment_dtu_20_03,experiment_no_37,67,801,3168,red
round_2_images,experiment_dtu_20_03,experiment_no_37,68,1562,1325,yellow
round_2_images,experiment_dtu_20_03,experiment_no_37,69,2023,807,white
round_2_images,experiment_dtu_20_03,experiment_no_37,64,1166,309,purple
round_2_images,experiment_dtu_20_03,experiment_no_37,73,2186,300,grey
round_2_images,experiment_dtu_20_03,experiment_no_38,75,343,2626,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_38,66,1500,2497,gold
round_2_images,experiment_dtu_20_03,experiment_no_38,70,1935,2258,orange
round_2_images,experiment_dtu_20_03,experiment_no_38,74,905,694,green
round_2_images,experiment_dtu_20_03,experiment_no_38,9,579,532,pink
round_2_images,experiment_dtu_20_03,experiment_no_39,65,1667,1333,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_39,69,2228,981,white
round_2_images,experiment_dtu_20_03,experiment_no_39,74,1097,700,green
round_2_images,experiment_dtu_20_03,experiment_no_39,64,1560,615,purple
round_2_images,experiment_dtu_20_03,experiment_no_39,72,2046,417,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_40,9,1421,2190,pink
round_2_images,experiment_dtu_20_03,experiment_no_40,66,1096,1767,gold
round_2_images,experiment_dtu_20_03,experiment_no_40,68,833,1139,yellow
round_2_images,experiment_dtu_20_03,experiment_no_40,69,894,1034,white
round_2_images,experiment_dtu_20_03,experiment_no_40,74,793,1024,green
round_2_images,experiment_dtu_20_03,experiment_no_41,62,1202,3053,blue
round_2_images,experiment_dtu_20_03,experiment_no_41,64,1174,2222,purple
round_2_images,experiment_dtu_20_03,experiment_no_41,65,1330,1876,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_41,66,1299,1760,gold
round_2_images,experiment_dtu_20_03,experiment_no_41,68,1300,1636,yellow
round_2_images,experiment_dtu_20_03,experiment_no_42,67,211,3199,red
round_2_images,experiment_dtu_20_03,experiment_no_42,66,1270,2330,gold
round_2_images,experiment_dtu_20_03,experiment_no_42,63,1484,1617,black
round_2_images,experiment_dtu_20_03,experiment_no_42,62,586,711,blue
round_2_images,experiment_dtu_20_03,experiment_no_42,75,1187,488,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_43,67,284,3004,red
round_2_images,experiment_dtu_20_03,experiment_no_43,63,1032,2492,black
round_2_images,experiment_dtu_20_03,experiment_no_43,62,785,2495,blue
round_2_images,experiment_dtu_20_03,experiment_no_43,66,1813,1303,gold
round_2_images,experiment_dtu_20_03,experiment_no_43,69,1814,937,white
round_2_images,experiment_dtu_20_03,experiment_no_44,73,2553,3363,grey
round_2_images,experiment_dtu_20_03,experiment_no_44,71,1648,2733,brown
round_2_images,experiment_dtu_20_03,experiment_no_44,75,1145,2153,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_44,65,1680,1298,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_44,63,614,576,black
round_2_images,experiment_dtu_20_03,experiment_no_45,74,1631,2910,green
round_2_images,experiment_dtu_20_03,experiment_no_45,69,849,1819,white
round_2_images,experiment_dtu_20_03,experiment_no_45,66,1092,1268,gold
round_2_images,experiment_dtu_20_03,experiment_no_45,65,391,534,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_45,67,278,192,red
round_2_images,experiment_dtu_20_03,experiment_no_46,67,2503,3453,red
round_2_images,experiment_dtu_20_03,experiment_no_46,69,1781,2431,white
round_2_images,experiment_dtu_20_03,experiment_no_46,68,900,2031,yellow
round_2_images,experiment_dtu_20_03,experiment_no_46,64,1288,1730,purple
round_2_images,experiment_dtu_20_03,experiment_no_46,62,1382,1485,blue
round_2_images,experiment_dtu_20_03,experiment_no_47,63,505,2981,black
round_2_images,experiment_dtu_20_03,experiment_no_47,62,1349,1568,blue
round_2_images,experiment_dtu_20_03,experiment_no_47,70,1231,1451,orange
round_2_images,experiment_dtu_20_03,experiment_no_47,75,1281,595,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_47,74,1417,548,green
round_2_images,experiment_dtu_20_03,experiment_no_48,69,1234,2588,white
round_2_images,experiment_dtu_20_03,experiment_no_48,9,1865,2119,pink
round_2_images,experiment_dtu_20_03,experiment_no_48,74,1821,1996,green
round_2_images,experiment_dtu_20_03,experiment_no_48,65,1866,1037,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_48,70,1801,942,orange
round_2_images,experiment_dtu_20_03,experiment_no_49,70,1105,2004,orange
round_2_images,experiment_dtu_20_03,experiment_no_49,74,1912,1954,green
round_2_images,experiment_dtu_20_03,experiment_no_49,62,1646,1603,blue
round_2_images,experiment_dtu_20_03,experiment_no_49,72,1423,1314,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_49,69,1587,1143,white
round_2_images,experiment_dtu_20_03,experiment_no_50,75,1769,3383,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_50,70,1157,1816,orange
round_2_images,experiment_dtu_20_03,experiment_no_50,65,685,1070,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_50,9,1236,761,pink
round_2_images,experiment_dtu_20_03,experiment_no_50,67,608,632,red
round_2_images,experiment_dtu_20_03,experiment_no_51,75,793,3118,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_51,63,838,2987,black
round_2_images,experiment_dtu_20_03,experiment_no_51,70,722,2903,orange
round_2_images,experiment_dtu_20_03,experiment_no_51,67,809,1722,red
round_2_images,experiment_dtu_20_03,experiment_no_51,9,1994,759,pink
round_2_images,experiment_dtu_20_03,experiment_no_52,62,1898,2266,blue
round_2_images,experiment_dtu_20_03,experiment_no_52,64,1995,1808,purple
round_2_images,experiment_dtu_20_03,experiment_no_52,73,656,1785,grey
round_2_images,experiment_dtu_20_03,experiment_no_52,72,1849,1244,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_52,63,1746,1193,black
round_2_images,experiment_dtu_20_03,experiment_no_53,67,891,2913,red
round_2_images,experiment_dtu_20_03,experiment_no_53,73,1975,2858,grey
round_2_images,experiment_dtu_20_03,experiment_no_53,62,1271,2180,blue
round_2_images,experiment_dtu_20_03,experiment_no_53,9,1611,1250,pink
round_2_images,experiment_dtu_20_03,experiment_no_53,63,2074,452,black
round_2_images,experiment_dtu_20_03,experiment_no_54,75,1563,3160,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_54,69,2133,3117,white
round_2_images,experiment_dtu_20_03,experiment_no_54,66,934,2122,gold
round_2_images,experiment_dtu_20_03,experiment_no_54,70,1095,2032,orange
round_2_images,experiment_dtu_20_03,experiment_no_54,71,934,1945,brown
round_2_images,experiment_dtu_20_03,experiment_no_55,62,484,3233,blue
round_2_images,experiment_dtu_20_03,experiment_no_55,65,772,1875,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_55,66,756,1499,gold
round_2_images,experiment_dtu_20_03,experiment_no_55,69,758,437,white
round_2_images,experiment_dtu_20_03,experiment_no_55,64,638,422,purple
round_2_images,experiment_dtu_20_03,experiment_no_56,67,2326,3296,red
round_2_images,experiment_dtu_20_03,experiment_no_56,63,2240,519,black
round_2_images,experiment_dtu_20_03,experiment_no_56,9,904,129,pink
round_2_images,experiment_dtu_20_03,experiment_no_56,64,1312,100,purple
round_2_images,experiment_dtu_20_03,experiment_no_56,68,139,101,yellow
round_2_images,experiment_dtu_20_03,experiment_no_57,72,478,3624,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_57,71,1659,2263,brown
round_2_images,experiment_dtu_20_03,experiment_no_57,65,1321,1705,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_57,69,1128,1586,white
round_2_images,experiment_dtu_20_03,experiment_no_57,63,1106,1011,black
round_2_images,experiment_dtu_20_03,experiment_no_58,62,878,2707,blue
round_2_images,experiment_dtu_20_03,experiment_no_58,75,665,1978,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_58,63,1484,1946,black
round_2_images,experiment_dtu_20_03,experiment_no_58,70,1620,1814,orange
round_2_images,experiment_dtu_20_03,experiment_no_58,69,791,1675,white
round_2_images,experiment_dtu_20_03,experiment_no_59,67,2312,3323,red
round_2_images,experiment_dtu_20_03,experiment_no_59,73,82,2117,grey
round_2_images,experiment_dtu_20_03,experiment_no_59,70,498,1226,orange
round_2_images,experiment_dtu_20_03,experiment_no_59,72,596,139,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_59,74,202,114,green
round_2_images,experiment_dtu_20_03,experiment_no_60,68,1085,2809,yellow
round_2_images,experiment_dtu_20_03,experiment_no_60,62,1524,2780,blue
round_2_images,experiment_dtu_20_03,experiment_no_60,75,656,2772,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_60,64,912,2305,purple
round_2_images,experiment_dtu_20_03,experiment_no_60,67,1943,426,red
round_2_images,experiment_dtu_20_03,experiment_no_61,64,2169,3195,purple
round_2_images,experiment_dtu_20_03,experiment_no_61,69,2376,3198,white
round_2_images,experiment_dtu_20_03,experiment_no_61,73,1345,2109,grey
round_2_images,experiment_dtu_20_03,experiment_no_61,70,1172,1928,orange
round_2_images,experiment_dtu_20_03,experiment_no_61,67,554,551,red
round_2_images,experiment_dtu_20_03,experiment_no_62,75,504,2936,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_62,65,955,2919,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_62,63,673,2493,black
round_2_images,experiment_dtu_20_03,experiment_no_62,9,1159,2435,pink
round_2_images,experiment_dtu_20_03,experiment_no_62,67,1900,757,red
round_2_images,experiment_dtu_20_03,experiment_no_63,71,1991,3066,brown
round_2_images,experiment_dtu_20_03,experiment_no_63,74,1645,2020,green
round_2_images,experiment_dtu_20_03,experiment_no_63,75,1329,1564,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_63,66,954,1426,gold
round_2_images,experiment_dtu_20_03,experiment_no_63,72,1645,1264,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_64,67,808,3173,red
round_2_images,experiment_dtu_20_03,experiment_no_64,68,1565,1328,yellow
round_2_images,experiment_dtu_20_03,experiment_no_64,69,2024,812,white
round_2_images,experiment_dtu_20_03,experiment_no_64,64,1169,309,purple
round_2_images,experiment_dtu_20_03,experiment_no_64,73,2188,301,grey
round_2_images,experiment_dtu_20_03,experiment_no_65,9,1971,1869,pink
round_2_images,experiment_dtu_20_03,experiment_no_65,66,793,1584,gold
round_2_images,experiment_dtu_20_03,experiment_no_65,69,684,1356,white
round_2_images,experiment_dtu_20_03,experiment_no_65,74,1168,1325,green
round_2_images,experiment_dtu_20_03,experiment_no_65,68,1872,1179,yellow
round_2_images,experiment_dtu_20_03,experiment_no_66,67,552,2790,red
round_2_images,experiment_dtu_20_03,experiment_no_66,75,655,622,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_66,64,2091,620,purple
round_2_images,experiment_dtu_20_03,experiment_no_66,71,757,502,brown
round_2_images,experiment_dtu_20_03,experiment_no_66,62,603,476,blue
round_2_images,experiment_dtu_20_03,experiment_no_67,72,712,3343,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_67,73,1122,2556,grey
round_2_images,experiment_dtu_20_03,experiment_no_67,63,1725,2466,black
round_2_images,experiment_dtu_20_03,experiment_no_67,68,1302,2053,yellow
round_2_images,experiment_dtu_20_03,experiment_no_67,67,2564,508,red
round_2_images,experiment_dtu_20_03,experiment_no_68,74,2429,2975,green
round_2_images,experiment_dtu_20_03,experiment_no_68,70,1040,2498,orange
round_2_images,experiment_dtu_20_03,experiment_no_68,65,1203,1076,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_68,63,1037,883,black
round_2_images,experiment_dtu_20_03,experiment_no_68,75,1278,881,light-purple
round_2_images,experiment_dtu_20_03,experiment_no_69,64,1301,3151,purple
round_2_images,experiment_dtu_20_03,experiment_no_69,63,1484,3097,black
round_2_images,experiment_dtu_20_03,experiment_no_69,70,1245,3073,orange
round_2_images,experiment_dtu_20_03,experiment_no_69,9,1447,3010,pink
round_2_images,experiment_dtu_20_03,experiment_no_69,73,1136,1409,grey
round_2_images,experiment_dtu_20_03,experiment_no_70,70,2113,3556,orange
round_2_images,experiment_dtu_20_03,experiment_no_70,65,1780,3224,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_70,69,1511,3020,white
round_2_images,experiment_dtu_20_03,experiment_no_70,68,1226,2996,yellow
round_2_images,experiment_dtu_20_03,experiment_no_70,72,1696,2805,bright-green
round_2_images,experiment_dtu_20_03,experiment_no_71,73,375,2704,grey
round_2_images,experiment_dtu_20_03,experiment_no_71,65,369,1893,light-pink
round_2_images,experiment_dtu_20_03,experiment_no_71,71,361,1034,brown
round_2_images,experiment_dtu_20_03,experiment_no_71,72,515,353,bright-green
